Headquarter,Size,Founded,Type,Industry,Revenue,Employer,Job_Title,Basic_Pay,Additional_Pay,Avg_Pay,Avg_Pay_Num,Avg_Pay_Text,Max_Pay,Min_Pay,Rating,Positive,Negative,Neutral,Online,Campus,Refferal,City
"Bangalore, India",1001 to 5000 Employees,2015,Company - Private,IT Services,Unknown / Non-Applicable,JoulestoWatts Business Solutions,JoulestoWatts Business Solutions Data Scientist Salaries in Bangalore Area,"₹ 7,60,349 - ₹ 8,28,850",NA,NA,"₹7,60,349-₹8,28,850","Data Scientist salaries at JoulestoWatts Business Solutions can range from ₹7,60,349-₹8,28,850",NA,NA,3.3,53%,37%,11%,31%,25%,13%,Banglore
"Copenhagen, Denmark",10000+ Employees,1871,Company - Public (DANSKE),Banks & Building Societies,$10+ billion (USD),Danske Bank,Danske Bank Data Scientist Salaries in Bangalore Area,"₹ 13,62,042 - ₹ 14,75,052",NA,NA,"₹13,62,042-₹14,75,052","Data Scientist salaries at Danske Bank can range from ₹13,62,042-₹14,75,052",NA,NA,3.8,66%,22%,12%,61%,11%,11%,Banglore
"Scottsdale, AZ",1001 to 5000 Employees,2003,Company - Private,IT Services,Unknown / Non-Applicable,Encora,Encora Data Scientist Salaries in Bangalore Area,"₹ 16,05,343 - ₹ 17,42,745",NA,NA,"₹16,05,343-₹17,42,745","Data Scientist salaries at Encora can range from ₹16,05,343-₹17,42,745",NA,NA,4.3,48%,29%,24%,44%,38%,19%,Banglore
"San Jose, CA",10000+ Employees,1984,Company - Private,Computer Hardware & Software,$10+ billion (USD),Cisco Systems,Cisco Systems Data Scientist Salaries in Bangalore Area,"₹ 14,76,701",NA,"₹ 14,76,701","₹14,76,701","The typical Cisco Systems Data Scientist salary is ₹14,76,701","₹1,649K","₹1,214K",4.4,69%,11%,19%,32%,30%,18%,Banglore
"Bangalore, India",51 to 200 Employees,2015,Company - Private,Healthcare Services & Hospitals,Unknown / Non-Applicable,Tricog Health Services,Tricog Health Services Data Scientist Salaries in Bangalore Area,"₹ 6,96,216 - ₹ 7,52,672",NA,NA,"₹6,96,216-₹7,52,672","Data Scientist salaries at Tricog Health Services can range from ₹6,96,216-₹7,52,672",NA,NA,4.3,33%,33%,33%,100%,,,Banglore
"Dallas, TX",501 to 1000 Employees,1986,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Symphony RetailAI,Symphony RetailAI Data Scientist Salaries,"₹ 18,59,218 - ₹ 19,93,162",NA,NA,"₹18,59,218-₹19,93,162","Data Scientist salaries at Symphony RetailAI can range from ₹18,59,218-₹19,93,162",NA,NA,4.4,58%,32%,11%,33%,28%,22%,Banglore
"Suwŏn, South Korea",10000+ Employees,1969,Company - Public (SMSN),Computer Hardware & Software,$10+ billion (USD),Samsung Electronics,Samsung Electronics Data Scientist Salaries in Bangalore Area,"₹ 22,93,013 - ₹ 25,16,312",NA,NA,"₹22,93,013-₹25,16,312","Data Scientist salaries at Samsung Electronics can range from ₹22,93,013-₹25,16,312",NA,NA,3.7,60%,16%,24%,39%,22%,14%,Banglore
"Noida, India",1001 to 5000 Employees,2010,Company - Private,Internet,Unknown / Non-Applicable,Paytm,Paytm Data Scientist Salaries in Bangalore Area,"₹ 6,99,876 - ₹ 7,58,862",NA,NA,"₹6,99,876-₹7,58,862","Data Scientist salaries at Paytm can range from ₹6,99,876-₹7,58,862",NA,NA,3.5,47%,39%,15%,26%,23%,23%,Banglore
"Mumbai, India",5001 to 10000 Employees,null,Company - Private,Accounting,$10+ billion (USD),Citicorp Services India,Citicorp Services India Data Scientist Salaries in Bangalore Area,"₹ 10,07,108 - ₹ 10,86,383",NA,NA,"₹10,07,108-₹10,86,382","Data Scientist salaries at Citicorp Services India can range from ₹10,07,108-₹10,86,382",NA,NA,3.8,58%,23%,19%,48%,24%,13%,Banglore
"Bellevue, WA",51 to 200 Employees,2009,Company - Private,Consulting,Unknown / Non-Applicable,The Alacer Group,The Alacer Group Data Scientist Salaries in Bangalore Area,"₹ 14,69,615 - ₹ 15,83,941",NA,NA,"₹14,69,615-₹15,83,941","Data Scientist salaries at The Alacer Group can range from ₹14,69,615-₹15,83,941",NA,NA,4.5,50%,25%,25%,67%,33%,,Banglore
"Bangalore, India",5001 to 10000 Employees,1835,Company - Public (ANZBY),Banks & Building Societies,Unknown / Non-Applicable,ANZ Bank,ANZ Bank Data Scientist Salaries in Bangalore Area,"₹ 14,23,443 - ₹ 15,14,873",NA,NA,"₹14,23,443-₹15,14,873","Data Scientist salaries at ANZ Bank can range from ₹14,23,443-₹15,14,873",NA,NA,4.1,66%,15%,19%,48%,16%,14%,Banglore
"Cork, Ireland",10000+ Employees,1885,Company - Public (JCI),Industrial Manufacturing,$10+ billion (USD),Johnson Controls,Johnson Controls Data Scientist Salaries in Bangalore Area,"₹ 11,57,040 - ₹ 12,49,824","₹ 1,00,000",NA,"₹11,57,040-₹12,49,824","Data Scientist salaries at Johnson Controls can range from ₹11,57,040-₹12,49,824",NA,NA,3.5,64%,18%,19%,40%,20%,12%,Banglore
"Short Hills, NJ",1001 to 5000 Employees,1841,Company - Public (DNB),IT Services,$1 to $2 billion (USD),Dun & Bradstreet,Dun & Bradstreet Data Scientist Salaries,"₹ 1,14,962 - ₹ 1,25,818",NA,NA,"₹1,14,962-₹1,25,818","Data Scientist salaries at Dun & Bradstreet can range from ₹1,14,962-₹1,25,818",NA,NA,3.5,58%,25%,18%,38%,23%,16%,Banglore
"Mumbai, India",51 to 200 Employees,2001,Company - Private,IT Services,Unknown / Non-Applicable,D2K Technologies India,D2K Technologies India Data Scientist Salaries in Bangalore Area,"₹ 2,04,175 - ₹ 2,20,200",NA,NA,"₹2,04,175-₹2,20,200","Data Scientist salaries at D2K Technologies India can range from ₹2,04,175-₹2,20,200",NA,NA,2.8,20%,60%,20%,75%,25%,,Banglore
"Chicago, IL",5001 to 10000 Employees,1884,Company - Public (JBT),Industrial Manufacturing,$1 to $2 billion (USD),JBT,JBT Data Scientist Monthly Pay in Bangalore Area,"₹ 97,425 - ₹ 1,06,922",NA,NA,"₹97,425-₹1,06,922","Data Scientist salaries at JBT can range from ₹97,425-₹1,06,922",NA,NA,3.8,64%,18%,18%,55%,16%,11%,Banglore
"Boston, MA",10000+ Employees,1963,Company - Private,Consulting,$5 to $10 billion (USD),Boston Consulting Group,Boston Consulting Group Data Scientist Salaries,"₹ 8,52,911 - ₹ 25,00,000","₹ 3,00,000",NA,"₹20,00,000","The typical Boston Consulting Group Data Scientist salary is ₹20,00,000",NA,NA,4.1,70%,12%,18%,50%,26%,11%,Banglore
"Sunnyvale, CA",10000+ Employees,2003,Subsidiary or Business Segment,Internet,$5 to $10 billion (USD),LinkedIn,LinkedIn Data Scientist Salaries,"₹ 6,17,631 - ₹ 6,66,895",NA,NA,"₹6,17,631-₹6,66,895","Data Scientist salaries at LinkedIn can range from ₹6,17,631-₹6,66,895",NA,NA,4.4,53%,32%,15%,38%,28%,24%,Banglore
"Sunnyvale, CA",1001 to 5000 Employees,null,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Walmart Labs,Walmart Labs Data Scientist Salaries in Bangalore Area,"₹ 6,30,585 - ₹ 6,83,183",NA,NA,"₹6,30,585-₹6,83,183","Data Scientist salaries at Walmart Labs can range from ₹6,30,585-₹6,83,183",NA,NA,3.8,48%,36%,16%,27%,21%,20%,Banglore
"Bangalore, India",1 to 50 Employees,2016,Company - Private,Consulting,Unknown / Non-Applicable,NeenOpal,NeenOpal Data Scientist Salaries in Bangalore Area,"₹ 1,77,989 - ₹ 1,91,824",NA,NA,"₹1,77,989-₹1,91,824","Data Scientist salaries at NeenOpal can range from ₹1,77,989-₹1,91,824",NA,NA,4.9,100%,100%,,,,,Banglore
"Singapore, Singapore",1001 to 5000 Employees,2006,Company - Private,IT Services,$10 to $25 million (USD),Apar Technologies,Apar Technologies Data Scientist Salaries in Bangalore Area,"₹ 16,48,607 - ₹ 17,63,058",NA,NA,"₹16,48,607-₹17,63,058","Data Scientist salaries at Apar Technologies can range from ₹16,48,607-₹17,63,058",NA,NA,4.2,47%,53%,29%,14%,14%,,Banglore
"Bangalore, India",51 to 200 Employees,2010,Company - Private,IT Services,Unknown / Non-Applicable,WyzMindz,WyzMindz Data Scientist Salaries,"₹ 3,95,604 - ₹ 4,24,613",NA,NA,"₹3,95,604-₹4,24,613","Data Scientist salaries at WyzMindz can range from ₹3,95,604-₹4,24,613",NA,NA,3.5,100%,40%,20%,20%,,,Banglore
"Toronto, Canada",1 to 50 Employees,2018,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Algo8.ai,Algo8.ai Data Scientist Salaries in Bangalore Area,"₹ 1,36,486 - ₹ 1,49,245",NA,NA,,Data Scientist salaries at Algo8,NA,NA,3.8,100%,100%,,,,,Banglore
"Bhilai, India",201 to 500 Employees,2009,Company - Private,Computer Hardware & Software,Less than $1 million (USD),GlobusSoft,GlobusSoft Data Scientist Monthly Pay in Bangalore Area,"₹ 19,259 - ₹ 21,071",NA,NA,"₹19,259-₹21,071","Data Scientist salaries at GlobusSoft can range from ₹19,259-₹21,071",NA,NA,4.5,63%,23%,14%,27%,27%,18%,Banglore
"Bangalore, India",501 to 1000 Employees,2007,Company - Private,Internet,Unknown / Non-Applicable,InMobi,InMobi Data Scientist Salaries in Bangalore Area,"₹ 30,57,617 - ₹ 33,47,161","₹ 2,13,127",NA,"₹30,57,617-₹33,47,161","Data Scientist salaries at InMobi can range from ₹30,57,617-₹33,47,161",NA,NA,4.1,47%,38%,16%,36%,21%,18%,Banglore
"San Ramon, CA",501 to 1000 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Tekion,Tekion Data Scientist Salaries in Bangalore Area,"₹ 18,58,243 - ₹ 20,09,628",NA,NA,"₹18,58,243-₹20,09,628","Data Scientist salaries at Tekion can range from ₹18,58,243-₹20,09,628",NA,NA,4.2,40%,51%,9%,25%,24%,19%,Banglore
"New York, NY",10000+ Employees,1998,Company - Private,Accounting,$5 to $10 billion (USD),PwC,PwC Data Scientist Salaries in Bangalore Area,"₹ 20,17,770 - ₹ 21,64,033",NA,NA,"₹20,17,770-₹21,64,033","Data Scientist salaries at PwC can range from ₹20,17,770-₹21,64,033",NA,NA,3.9,72%,9%,19%,48%,30%,9%,Banglore
"Cupertino, CA",10000+ Employees,1976,Company - Public (AAPL),Computer Hardware & Software,$10+ billion (USD),Apple,Apple Data Scientist Salaries in Bangalore Area,"₹ 1,95,660 - ₹ 2,11,121",NA,NA,"₹1,95,660-₹2,11,121","Data Scientist salaries at Apple can range from ₹1,95,660-₹2,11,121",NA,NA,4.4,65%,15%,20%,56%,15%,13%,Banglore
"Mumbai, India",5001 to 10000 Employees,1987,Company - Public (DATAMATICS GLOB),IT Services,$25 to $50 million (USD),Datamatics Global Services,Datamatics Global Services Data Scientist Salaries,"₹ 3,15,197 - ₹ 3,45,704",NA,NA,"₹3,15,197-₹3,45,704","Data Scientist salaries at Datamatics Global Services can range from ₹3,15,197-₹3,45,704",NA,NA,3.3,49%,29%,22%,34%,16%,13%,Banglore
"Toronto, Canada",10000+ Employees,2008,Company - Public (TRI),Enterprise Software & Network Solutions,$5 to $10 billion (USD),Thomson Reuters,Thomson Reuters Data Scientist Salaries in Bangalore Area,"₹ 14,44,948 - ₹ 15,77,142",NA,NA,"₹14,44,948-₹15,77,142","Data Scientist salaries at Thomson Reuters can range from ₹14,44,948-₹15,77,142",NA,NA,4.2,68%,15%,17%,48%,14%,13%,Banglore
"Pune, India",10000+ Employees,1986,Company - Public (TECHM),IT Services,$2 to $5 billion (USD),Tech Mahindra,Tech Mahindra Data Scientist Salaries,"₹ 11,61,096 - ₹ 12,55,476",NA,NA,"₹11,61,096-₹12,55,476","Data Scientist salaries at Tech Mahindra can range from ₹11,61,096-₹12,55,476",NA,NA,3.6,64%,18%,19%,38%,23%,11%,Banglore
"Bangalore, India",10000+ Employees,2002,Subsidiary or Business Segment,Staffing & Outsourcing,Unknown / Non-Applicable,Infosys BPM,Infosys BPM Data Scientist Salaries in Bangalore Area,"₹ 6,82,891 - ₹ 7,47,939",NA,NA,"₹6,82,891-₹7,47,939","Data Scientist salaries at Infosys BPM can range from ₹6,82,891-₹7,47,939",NA,NA,3.6,68%,17%,16%,25%,16%,15%,Banglore
"Cincinnati, OH",10000+ Employees,1999,Subsidiary or Business Segment,Bus & Coach Services,$5 to $10 billion (USD),First Student,First Student Data Scientist Monthly Pay,"₹ 50,000",NA,"₹ 50,000","₹50,000","The typical First Student Data Scientist salary is ₹50,000",₹406K,₹20K,4.1,62%,8%,30%,36%,36%,12%,Banglore
"Bangalore, India",1 to 50 Employees,2014,Company - Private,IT Services,$1 to $5 million (USD),Hashworks,Hashworks Data Scientist Monthly Pay in Bangalore Area,"₹ 12,70,494 - ₹ 13,62,180",NA,NA,"₹12,70,494-₹13,62,180","Data Scientist salaries at Hashworks can range from ₹12,70,494-₹13,62,180",NA,NA,3.3,67%,33%,50%,50%,,,Banglore
"Cambridge, MA",5001 to 10000 Employees,1983,Company - Public (PEGA),Enterprise Software & Network Solutions,$500 million to $1 billion (USD),Pegasystems,Pegasystems Data Scientist Salaries in Bangalore Area,"₹ 11,19,278 - ₹ 12,17,209",NA,NA,"₹11,19,278-₹12,17,209","Data Scientist salaries at Pegasystems can range from ₹11,19,278-₹12,17,209",NA,NA,4.1,53%,31%,16%,31%,29%,16%,Banglore
"Mountain View, CA",1001 to 5000 Employees,2001,Company - Private,IT Services,$100 to $500 million (USD),Symphony Teleca,Symphony Teleca Data Scientist Salaries in Bangalore Area,"₹ 7,95,036 - ₹ 8,62,920",NA,NA,"₹7,95,036-₹8,62,920","Data Scientist salaries at Symphony Teleca can range from ₹7,95,036-₹8,62,920",NA,NA,3.7,71%,15%,14%,31%,20%,18%,Banglore
"Bangalore, India",51 to 200 Employees,2010,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,CROPIN TECHNOLOGY SOLUTIONS,CROPIN TECHNOLOGY SOLUTIONS Data Scientist Monthly Pay,"₹ 13,330 - ₹ 23,709",NA,NA,"₹13,330-₹23,709","Data Scientist salaries at CROPIN TECHNOLOGY SOLUTIONS can range from ₹13,330-₹23,709",NA,NA,3.7,73%,18%,9%,55%,27%,9%,Banglore
"Mountain View, CA",10000+ Employees,1986,Company - Public (SNPS),Computer Hardware & Software,$2 to $5 billion (USD),Synopsys,Synopsys Data Scientist Salaries in Bangalore Area,"₹ 3,60,277 - ₹ 3,90,131",NA,NA,"₹3,60,277-₹3,90,131","Data Scientist salaries at Synopsys can range from ₹3,60,277-₹3,90,131",NA,NA,4.1,73%,13%,14%,43%,23%,17%,Banglore
"Chicago, IL",1001 to 5000 Employees,1999,Company - Public,Computer Hardware & Software,$100 to $500 million (USD),Yodlee,Yodlee Data Scientist Salaries,"₹ 27,54,652 - ₹ 29,99,219","₹ 2,86,513",NA,"₹27,54,652-₹29,99,219","Data Scientist salaries at Yodlee can range from ₹27,54,652-₹29,99,219",NA,NA,3.6,59%,24%,16%,38%,18%,16%,Banglore
"Bangalore, India",51 to 200 Employees,2001,Company - Private,IT Services,$50 to $100 million (USD),Vmoksha Technologies,Vmoksha Technologies Data Scientist Salaries in Bangalore Area,"₹ 4,71,453 - ₹ 5,04,917",NA,NA,"₹4,71,453-₹5,04,917","Data Scientist salaries at Vmoksha Technologies can range from ₹4,71,453-₹5,04,917",NA,NA,4.4,78%,22%,56%,11%,11%,,Banglore
"Bangalore, India",51 to 200 Employees,2001,Company - Private,IT Services,Unknown / Non-Applicable,Innoviti,Innoviti Data Scientist Salaries in Bangalore Area,"₹ 2,55,912 - ₹ 2,74,160",NA,NA,"₹2,55,912-₹2,74,160","Data Scientist salaries at Innoviti can range from ₹2,55,912-₹2,74,160",NA,NA,2.4,55%,27%,18%,44%,22%,11%,Banglore
"Mumbai, India",5001 to 10000 Employees,1985,Company - Private,Accounting,$500 million to $1 billion (USD),Aegis,Aegis Data Scientist Salaries in Bangalore Area,"₹ 3,40,863 - ₹ 3,67,030",NA,NA,"₹3,40,863-₹3,67,030","Data Scientist salaries at Aegis can range from ₹3,40,863-₹3,67,030",NA,NA,3.3,55%,19%,26%,34%,21%,15%,Banglore
"Bangalore, India",501 to 1000 Employees,2015,Company - Private,IT Services,Unknown / Non-Applicable,Rapido,Rapido Data Scientist Salaries in Bangalore Area,"₹ 3,54,989 - ₹ 3,85,499",NA,NA,"₹3,54,989-₹3,85,499","Data Scientist salaries at Rapido can range from ₹3,54,989-₹3,85,499",NA,NA,4.1,43%,52%,5%,58%,16%,16%,Banglore
"Singapore, Singapore",10000+ Employees,1968,Company - Public (D05),Banks & Building Societies,$5 to $10 billion (USD),DBS Bank,DBS Bank Data Scientist Salaries in Bangalore Area,"₹ 14,64,041 - ₹ 15,90,307",NA,NA,"₹14,64,041-₹15,90,307","Data Scientist salaries at DBS Bank can range from ₹14,64,041-₹15,90,307",NA,NA,3.8,60%,15%,24%,55%,13%,10%,Banglore
"Bangalore, India",1 to 50 Employees,2018,Company - Private,IT Services,Unknown / Non-Applicable,YDI Solutions,YDI Solutions Data Scientist Salaries in Bangalore Area,"₹ 3,44,618 - ₹ 3,75,479",NA,NA,"₹3,44,618-₹3,75,479","Data Scientist salaries at YDI Solutions can range from ₹3,44,618-₹3,75,479",NA,NA,5,NA,NA,NA,NA,NA,NA,Banglore
"New York, NY",201 to 500 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Impact Analytics,Impact Analytics Data Scientist Salaries,"₹ 2,89,330 - ₹ 3,12,748",NA,NA,"₹2,89,330-₹3,12,748","Data Scientist salaries at Impact Analytics can range from ₹2,89,330-₹3,12,748",NA,NA,4,48%,32%,19%,38%,38%,10%,Banglore
"New Delhi, India",5001 to 10000 Employees,1958,Government,Government Agencies,$1 to $2 billion (USD),Defence Research & Development Organisation,Defence Research & Development Organisation Data Scientist Monthly Pay,"₹ 12,466 - ₹ 45,198",NA,NA,"₹12,466-₹45,198","Data Scientist salaries at Defence Research & Development Organisation can range from ₹12,466-₹45,198",NA,NA,4.3,77%,3%,19%,42%,25%,11%,Banglore
"Chennai, India",1001 to 5000 Employees,1995,Company - Public (532774),IT Services,$1 to $2 billion (USD),Inspirisys Solutions Limited,Inspirisys Solutions Limited Data Scientist Salaries,"₹ 4,89,978 - ₹ 13,18,033",NA,NA,"₹4,89,978-₹13,18,033","Data Scientist salaries at Inspirisys Solutions Limited can range from ₹4,89,978-₹13,18,033",NA,NA,3.6,58%,14%,28%,41%,15%,12%,Banglore
"Bangalore, India",51 to 200 Employees,2001,Company - Private,Education Training Services,$100 to $500 million (USD),Dexler Information Solutions,Dexler Information Solutions Data Scientist Salaries in Bangalore Area,"₹ 15,86,588 - ₹ 17,09,969",NA,NA,"₹15,86,588-₹17,09,969","Data Scientist salaries at Dexler Information Solutions can range from ₹15,86,588-₹17,09,969",NA,NA,3.8,75%,19%,6%,40%,13%,13%,Banglore
"San Diego, CA",51 to 200 Employees,2014,Company - Private,Lending,Unknown / Non-Applicable,Applied Data Finance,Applied Data Finance Data Scientist Monthly Pay in Bangalore Area,"₹ 38,388 - ₹ 41,855",NA,NA,"₹38,388-₹41,855","Data Scientist salaries at Applied Data Finance can range from ₹38,388-₹41,855",NA,NA,4.6,61%,18%,21%,33%,21%,21%,Banglore
"Bangalore, India",1001 to 5000 Employees,1996,Company - Private,Research & Development,Unknown / Non-Applicable,Samsung R&D Institute India - Bangalore,Samsung R&D Institute India - Bangalore Data Scientist Salaries in Bangalore Area,"₹ 18,84,374 - ₹ 20,63,974","₹ 7,69,551",NA,"₹18,84,374-₹20,63,974","Data Scientist salaries at Samsung R&D Institute India - Bangalore can range from ₹18,84,374-₹20,63,974",NA,NA,3.6,69%,11%,20%,56%,13%,12%,Banglore
"Luxembourg, Luxembourg",5001 to 10000 Employees,2009,Company - Public (ASPS),Investment Banking & Asset Management,$500 million to $1 billion (USD),Altisource,Altisource Data Scientist Salaries in Bangalore Area,"₹ 12,43,100 - ₹ 13,36,006","₹ 1,29,144",NA,"₹12,43,100-₹13,36,006","Data Scientist salaries at Altisource can range from ₹12,43,100-₹13,36,006",NA,NA,3.2,42%,41%,17%,36%,27%,11%,Banglore
"Ōsaka, Japan",10000+ Employees,1918,Subsidiary or Business Segment,Electrical & Electronic Manufacturing,$10+ billion (USD),Panasonic,Panasonic Data Scientist Salaries in Bangalore Area,"₹ 18,08,164 - ₹ 19,37,723",NA,NA,"₹18,08,164-₹19,37,723","Data Scientist salaries at Panasonic can range from ₹18,08,164-₹19,37,723",NA,NA,3.7,67%,15%,18%,47%,15%,13%,Banglore
"Grenoble, France",1 to 50 Employees,null,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,HiLabs,HiLabs Data Scientist Salaries,"₹ 17,15,880 - ₹ 19,17,748","₹ 4,03,736",NA,"₹18,68,908","The typical HiLabs Data Scientist salary is ₹18,68,908",NA,NA,4.1,100%,,,,,,Banglore
"Brisbane, Australia",51 to 200 Employees,2009,Company - Public,IT Services,Unknown / Non-Applicable,Rubicon Red,Rubicon Red Data Scientist Monthly Pay in Bangalore Area,"₹ 43,566 - ₹ 47,607","₹ 8,333",NA,"₹43,566-₹47,607","Data Scientist salaries at Rubicon Red can range from ₹43,566-₹47,607",NA,NA,4.6,89%,11%,75%,25%,,,Banglore
